Icon_name,Icon_tags,mp4_link
Responsive design,"design,smartphone,seo,and,web,web,website,web,design,coding,responsive,design,devices,web,development",mp4/Responsive design.mp4
Test tube,"healthcare,and,medical,science,laboratory,lab,medical,chemistry",mp4/Test tube.mp4
Coffee,"food,and,restaurant,food,drinks,hot,drink,take,away,coffee",mp4/Coffee.mp4
Inbox,"document,files,and,folders,file,storage,archive",mp4/Inbox.mp4
Eye scan,"security,biometric,identification,biometric,recognition",mp4/Eye scan.mp4
Gps,"maps,and,location,gps,screen,monitor",mp4/Gps.mp4
Classroom,"furniture,and,household,school,desk",mp4/Classroom.mp4
Smartphone,"security,smartphone,check,secure,lock",mp4/Smartphone.mp4
Swap,"orientation,arrows,direction,arrow,transfer,swap",mp4/Swap.mp4
Upload,"ui,interface,upload,up,arrow",mp4/Upload.mp4
Goal,"people,sports,and,competition,sport,man,football,soccer,goal,fan",mp4/Goal.mp4
Distance,"maps,and,location,gps,placeholder",mp4/Distance.mp4
Pawprint,"animals,animal,pet,dog,cat",mp4/Pawprint.mp4
Move,"hand,hands,and,gestures,gesture,animation,finger",mp4/Move.mp4
Cat,"animals,animal,pet,cat",mp4/Cat.mp4
Spy,"security,eye,privacy,network",mp4/Spy.mp4
Sad,"smileys,emoji,emoticon,feeling,sad,sadness",mp4/Sad.mp4
Worried,"smileys,emoji,emoticon,feeling",mp4/Worried.mp4
List,"business,and,finance,list,connection,infography",mp4/List.mp4
Cooking,"food,and,restaurant,cooking,fire,pot,flame",mp4/Cooking.mp4
Turn down,"orientation,arrows,direction,arrow",mp4/Turn down.mp4
Pizza,"food,and,restaurant,fast,food,italian,food",mp4/Pizza.mp4
Plant,"nature,farming,and,gardening,botanical,plant,pot",mp4/Plant.mp4
Flower,"nature,farming,and,gardening,botanical,garden,flower",mp4/Flower.mp4
Server,"security,shield,check,server",mp4/Server.mp4
Arrows,"business,and,finance,arrows,diagram,chart",mp4/Arrows.mp4
Shield,"security,protection,shield,check,secure,safe,verified",mp4/Shield.mp4
Ticket,"entertainment,fun,fairground,amusement,park,ticket",mp4/Ticket.mp4
Dna,"education,biology",mp4/Dna.mp4
Middle finger,"hand,hands,and,gestures,gesture,animation",mp4/Middle finger.mp4
Map,"maps,and,location,location,gps,map",mp4/Map.mp4
Trash can,"miscellaneous,paper,garbage,waste",mp4/Trash can.mp4
Warehouse,"shipping,and,delivery,delivery,shipping,warehouse,packaging",mp4/Warehouse.mp4
Surprised,"smileys,emoji,emoticon,feeling,star",mp4/Surprised.mp4
Export,"orientation,arrows,direction,arrow",mp4/Export.mp4
Medical insurance,"healthcare,and,medical,security,protection,secure,safety,safe",mp4/Medical insurance.mp4
Man,"user,avatar,people,man",mp4/Man.mp4
Gift card,"commerce,and,shopping,present,shopping,ecommerce",mp4/Gift card.mp4
Safe,"security,protection,house,home,real,estate,safe,insurance",mp4/Safe.mp4
Wallet,"business,and,finance,security,protection,shield,money,check",mp4/Wallet.mp4
Rocket Launch,"miscellaneous,transport,space,galaxy",mp4/Rocket Launch.mp4
Newtons cradle,"education,energy",mp4/Newtons cradle.mp4
Snow,"weather,winter,meteorology,snow,forecast,cloud",mp4/Snow.mp4
Muscle,"sports,and,competition,sport,gym,exercise",mp4/Muscle.mp4
Six,"education,maths,mathematics,number",mp4/Six.mp4
Zoom in,"ui,interface,magnifying,glass",mp4/Zoom in.mp4
Electric Tower,"electronics,architecture,and,city,construction,and,tools,industry,electricity,energy",mp4/Electric Tower.mp4
Chess,"sports,and,competition,sport",mp4/Chess.mp4
X ray,"healthcare,and,medical,medical",mp4/X ray.mp4
Clipboard,"miscellaneous,list,clipboard",mp4/Clipboard.mp4
Pyramid,"business,and,finance,chart,stats,graph,pyramid",mp4/Pyramid.mp4
Safe box,"security,banking,bank",mp4/Safe box.mp4
Snowflake,"weather,winter",mp4/Snowflake.mp4
One,"hand,hands,and,gestures,gesture,animation,finger",mp4/One.mp4
Shipping,"box,shipping,and,delivery,shop,shipping,store",mp4/Shipping.mp4
Ab testing,"seo,and,web,web,website",mp4/Ab testing.mp4
View,"seo,and,web,web,website,eye",mp4/View.mp4
Pharmacy,"architecture,and,city,building,medicine,shop,store,pharmacy",mp4/Pharmacy.mp4
Sad,"smileys,emoji,emoticon,feeling,sad,sadness",mp4/Sad.mp4
Football Player,"sports,and,competition,sport,ball,team",mp4/Football Player.mp4
Smartphone,"electronics,technology,smartphone,computer,responsive",mp4/Smartphone.mp4
Paperclip,education,mp4/Paperclip.mp4
Down right arrow,"orientation,arrows,direction,arrow",mp4/Down right arrow.mp4
Chip,"electronics,technology",mp4/Chip.mp4
Diagonal arrows,"orientation,arrows,direction",mp4/Diagonal arrows.mp4
Darts,"sport,entertainment,game",mp4/Darts.mp4
Zoom,"hand,hands,and,gestures,gesture,animation",mp4/Zoom.mp4
Microphone,"electronics,technology,music,and,multimedia,microphone",mp4/Microphone.mp4
Speech bubble,"communications,message,chat,conversation,speech,bubble,talk,menu",mp4/Speech bubble.mp4
Pills,"healthcare,and,medical,healthcare,medicine,medicament,medical,care,painkiller,pills",mp4/Pills.mp4
Chicken,"food,and,restaurant,meal,dish,chicken,meat,hot,food,turkey",mp4/Chicken.mp4
Map,"maps,and,location,smartphone,gps,map,cellphone",mp4/Map.mp4
Gift card,"business,and,finance,present,shopping,ecommerce",mp4/Gift card.mp4
Vaccine,"healthcare,and,medical,healthcare",mp4/Vaccine.mp4
Diary,"education,book,stationery,bookmark,agenda",mp4/Diary.mp4
Printer,"electronics,technology",mp4/Printer.mp4
Irish,"user,avatar,people,woman",mp4/Irish.mp4
Spray,"miscellaneous,bottle",mp4/Spray.mp4
Letter a,"education,abc,alphabet,abecedary",mp4/Letter a.mp4
Office chair,"furniture,and,household,furniture,seat",mp4/Office chair.mp4
Motorcycle,"transportation,transport,vehicle,automobile,motorcycle",mp4/Motorcycle.mp4
Baby girl,"user,avatar,people,kid,and,baby",mp4/Baby girl.mp4
Balance,"miscellaneous,balance",mp4/Balance.mp4
Pattern,"security,ui,protection,secure,lock,password,privacy",mp4/Pattern.mp4
Flag,"flag,goal,flags",mp4/Flag.mp4
Scissors,"construction,and,tools,tools,scissors,stationery,cut,utensils",mp4/Scissors.mp4
Kiss,"heart,smileys,emoji,emoticon,love,feeling",mp4/Kiss.mp4
Hotel,"building,holidays,hotel,vacations",mp4/Hotel.mp4
Seven,"education,maths,mathematics,number",mp4/Seven.mp4
Open book,"education,literature,reading,library,studying",mp4/Open book.mp4
Medical book,"education,health",mp4/Medical book.mp4
First aid kit,"healthcare,and,medical,healthcare,medicine,medical,health,emergency,care",mp4/First aid kit.mp4
Basketball,"sports,and,competition,sport",mp4/Basketball.mp4
Cashier,"commerce,and,shopping,commerce,shop",mp4/Cashier.mp4
Wireframe,"ui,seo,and,web",mp4/Wireframe.mp4
Refresh,"orientation,arrows,direction,arrow",mp4/Refresh.mp4
Cd,"music,and,multimedia,music,compact,disc,cd",mp4/Cd.mp4
Notebook,"education,studying,notebook",mp4/Notebook.mp4
Air conditioner,"electronics,technology",mp4/Air conditioner.mp4
Hat,"food,and,restaurant,hat",mp4/Hat.mp4
Cat,"animals,animal,pet,zoo,cat",mp4/Cat.mp4
Versatile,"orientation,arrows,direction,arrow",mp4/Versatile.mp4
Email,"ui,message,email,dm",mp4/Email.mp4
Building,"architecture,and,city,buildings,urban,building,office",mp4/Building.mp4
Ruler,"education,tools",mp4/Ruler.mp4
Neutral,"smileys,emoji,emoticon,feeling,expression",mp4/Neutral.mp4
Police badge,"security,shield,star",mp4/Police badge.mp4
Socket,"electronics,construction,and,tools,electricity",mp4/Socket.mp4
Virus,"security,computer,laptop,bug,virus,malware",mp4/Virus.mp4
Cow,"animals,animal,farm",mp4/Cow.mp4
Convertible,"transportation,transport,vehicle,automobile,car",mp4/Convertible.mp4
Exchange,"business,and,finance,business,banking,payment,exchange,transfer",mp4/Exchange.mp4
Tap,"electronics,hands,and,gestures,smartphone,finger,tablet,mobile",mp4/Tap.mp4
Robot,"electronics,miscellaneous,technology,robot",mp4/Robot.mp4
Camera,"electronics,security,camera",mp4/Camera.mp4
Wheelchair,"healthcare,and,medical,hospital",mp4/Wheelchair.mp4
Noodle,"food,and,restaurant,traditional,gastronomy,chinese,food,japanese,food,asian,food",mp4/Noodle.mp4
Navigation,"communications,smartphone,mobile,phone,navigation,cellphone",mp4/Navigation.mp4
Hourglass,"time,and,date,time,timer,hourglass",mp4/Hourglass.mp4
Wave chart,"business,and,finance,statistics,chart,stats,graph,analytics,infography",mp4/Wave chart.mp4
Suitcase,"travel,holidays,vacations,trip,journey,suitcase",mp4/Suitcase.mp4
Dustpan,miscellaneous,mp4/Dustpan.mp4
Fireworks,"celebration,birthday,and,party,new,year,fireworks",mp4/Fireworks.mp4
Push pin,ui,mp4/Push pin.mp4
Credit card,"business,and,finance,banking,credit,card,payment,method,debit,card",mp4/Credit card.mp4
User,"user,ui,settings,options",mp4/User.mp4
Five,"hand,hands,and,gestures,gesture,animation,finger",mp4/Five.mp4
Sick,"smileys,emoji,emoticon,feeling,expression,sick",mp4/Sick.mp4
Eight,"education,maths,mathematics,number",mp4/Eight.mp4
Goal,"sports,and,competition,goal,flags",mp4/Goal.mp4
Infography,"business,and,finance,chart,infography",mp4/Infography.mp4
Two,"hand,hands,and,gestures,gesture,animation,finger",mp4/Two.mp4
Nine,"education,maths,mathematics,number",mp4/Nine.mp4
Bacteria,"education,science,laboratory,lab,biology",mp4/Bacteria.mp4
Confetti,"celebration,birthday,and,party,fun,party,new,year,celebrate",mp4/Confetti.mp4
Cash register,"business,and,finance,business,money,banking",mp4/Cash register.mp4
Fax,"electronics,communications,phone,telephone",mp4/Fax.mp4
Road,"maps,and,location,gps,road",mp4/Road.mp4
Growth,"business,and,finance,growth",mp4/Growth.mp4
Ticket,"entertainment,ticket,access",mp4/Ticket.mp4
Juggling,"entertainment,fun",mp4/Juggling.mp4
Music note,"music,and,multimedia,song,quaver",mp4/Music note.mp4
Laborers,"user,avatar,man,professions,and,jobs",mp4/Laborers.mp4
Backpack,"education,travel,baggage,luggage",mp4/Backpack.mp4
Store,"food,commerce,and,shopping,business,commerce,shop,store",mp4/Store.mp4
Turn left,"orientation,arrows,direction,arrow",mp4/Turn left.mp4
Tactic,"sports,and,competition,sport,football,soccer,team,clipboard",mp4/Tactic.mp4
Archive,"document,files,and,folders,storage,archive,cabinet",mp4/Archive.mp4
Fire extinguisher,"security,tool,emergency",mp4/Fire extinguisher.mp4
Letter x,"education,abc,alphabet,abecedary",mp4/Letter x.mp4
Guide,"architecture,and,city",mp4/Guide.mp4
Lamp,"electronics,illumination,light",mp4/Lamp.mp4
Headphone,"electronics,technology,music",mp4/Headphone.mp4
Math,"education,book,literature,reading,library,studying",mp4/Math.mp4
Edit,"document,files,and,folders,file,sheet,paper",mp4/Edit.mp4
Water,"food,and,restaurant,food,healthy,food,drink,water,bottle",mp4/Water.mp4
Podium,"sports,and,competition,sport,cup,trophy,winner,champion",mp4/Podium.mp4
Recipe book,"food,and,restaurant,education,cooking,kitchen",mp4/Recipe book.mp4
Cpu,"security,shield,check,secure",mp4/Cpu.mp4
Pin,"maps,and,location,pin,placeholder,favorite,position",mp4/Pin.mp4
Bar chart,"business,and,finance,business,statistics,stats,marketing,bar,chart",mp4/Bar chart.mp4
Clown fish,"animals,animal,zoo",mp4/Clown fish.mp4
Passport,"travel,holidays,vacations,trip,journey",mp4/Passport.mp4
Experiment,"education,science,laboratory,lab",mp4/Experiment.mp4
Chronometer,"time,and,date,time,interface,timer,stopwatch,wait,chronometer,chrono",mp4/Chronometer.mp4
Cake,"food,and,restaurant,sweet,dessert,bakery,cake",mp4/Cake.mp4
Eyeglasses,"fashion,vision",mp4/Eyeglasses.mp4
Stop,"hand,hands,and,gestures,gesture,animation",mp4/Stop.mp4
Rainbow,"weather,cloud",mp4/Rainbow.mp4
Turn up,"orientation,arrows,direction,arrow",mp4/Turn up.mp4
Room key,"security,access",mp4/Room key.mp4
Warehouse,"shipping,and,delivery,storage,warehouse",mp4/Warehouse.mp4
Circular arrows,"business,and,finance,chart,infographic",mp4/Circular arrows.mp4
Pie chart,"business,and,finance,diagram,stats",mp4/Pie chart.mp4
Turn left,"orientation,arrows,direction,arrow",mp4/Turn left.mp4
Payment terminal,"business,and,finance,commerce,credit,card",mp4/Payment terminal.mp4
Speech bubble,"user,communications,message,chat,conversation,speech,bubble,talk,warning",mp4/Speech bubble.mp4
Lock,"security,ui,protection,interface,check,secure,lock,padlock,privacy",mp4/Lock.mp4
Arcade machine,gaming,mp4/Arcade machine.mp4
Woman,"user,avatar,people,woman",mp4/Woman.mp4
Water,"education,contamination,pollution,water,biology,Microorganism,drop",mp4/Water.mp4
Shipping,"box,shipping,and,delivery,shipping,parcel",mp4/Shipping.mp4
Gps,"maps,and,location,pin,gps,browser,position",mp4/Gps.mp4
Credit card,"business,and,finance,business,secure,commerce,credit,card,payment,method,debit,card",mp4/Credit card.mp4
Responsive,"electronics,seo,and,web,responsive,website,web,design,coding,responsive,design",mp4/Responsive.mp4
Surgical mask,"healthcare,and,medical,protection",mp4/Surgical mask.mp4
Cloudy night,"weather,meteorology,forecast,cloud,moon",mp4/Cloudy night.mp4
Woman,"user,avatar,people,woman",mp4/Woman.mp4
Drugs,"healthcare,and,medical,healthcare,medicine,drugs,pills",mp4/Drugs.mp4
Check,"miscellaneous,check,democracy,elections,voting",mp4/Check.mp4
Foggy,"weather,meteorology,forecast,cloud",mp4/Foggy.mp4
Radar,"technology,maps,and,location,radar,position",mp4/Radar.mp4
Satellite,"maps,and,location",mp4/Satellite.mp4
Bus,"transportation,transport,vechicle",mp4/Bus.mp4
Salad,"food,and,restaurant,food,vegan,healthy,food,vegetarian,organic,vegetable,vegetables,salad",mp4/Salad.mp4
Mute,"ui,audio,sound",mp4/Mute.mp4
Paint roller,"tool,construction,and,tools,art,and,design,art,painting",mp4/Paint roller.mp4
Archive,"furniture,and,household,furniture,archive,office,cabinet",mp4/Archive.mp4
Laugh,"smileys,emoji,emoticon,feeling,happy,happiness",mp4/Laugh.mp4
Letter r,"education,abc,alphabet,abecedary",mp4/Letter r.mp4
Stall,"farming,and,gardening",mp4/Stall.mp4
Spaghetti,"food,and,restaurant,meal,hot,food,italian,food",mp4/Spaghetti.mp4
Smartphone,"communications,smartphone,location,gps,mobile,phone,cellphone",mp4/Smartphone.mp4
Medal ,"sports,and,competition,award",mp4/Medal .mp4
Frappe,"food,and,restaurant,beverage,take,away,milkshake",mp4/Frappe.mp4
Helmet,"security,protection,safety,helmet",mp4/Helmet.mp4
Online banking,"business,and,finance,business,commerce",mp4/Online banking.mp4
Password,"ui,password,locked",mp4/Password.mp4
Rise,"hand,hands,and,gestures,gesture,animation",mp4/Rise.mp4
Water,"food,and,restaurant,drink,water",mp4/Water.mp4
Server,"security,check,lock,server",mp4/Server.mp4
Pet shop,"commerce,and,shopping,commerce",mp4/Pet shop.mp4
Paint roller,"technology,edit,tools,graphic,design,computer,monitor,art,and,design,painting",mp4/Paint roller.mp4
Point,"hand,hands,and,gestures,gesture,animation,finger",mp4/Point.mp4
Cry,"smileys,emoji,emoticon,feeling,sad,sadness",mp4/Cry.mp4
Supercar,"transportation,transport,vechicle,car",mp4/Supercar.mp4
Taxi,"transportation,vechicle,automobile,car,public,transport",mp4/Taxi.mp4
Tag,"commerce,and,shopping,sales,commerce,label,tag",mp4/Tag.mp4
Fish,"animals,animal,pet,fish",mp4/Fish.mp4
Field,"sports,and,competition,sport,football,soccer,field",mp4/Field.mp4
Reload,"orientation,arrows,direction,arrow",mp4/Reload.mp4
Newborn,"kid,and,baby,parenthood,motherhood,maternity,baby",mp4/Newborn.mp4
Money bag,"business,and,finance,currency,cash,dollar,money,bag",mp4/Money bag.mp4
Espresso,"food,and,restaurant,beverage,drink,cup,coffee,machine",mp4/Espresso.mp4
Floods,"weather,house,home",mp4/Floods.mp4
Navigation,"orientation,travel,gps,navigation",mp4/Navigation.mp4
Letter n,"education,abc,alphabet,abecedary",mp4/Letter n.mp4
Car insurance,"transportation,security,vehicle,automobile,shield,safety",mp4/Car insurance.mp4
Dress,"fashion,kid,and,baby,clothes,dress",mp4/Dress.mp4
Earphones,"electronics,technology,audio",mp4/Earphones.mp4
Zero,"education,maths,mathematics,number",mp4/Zero.mp4
Lotus,"wellness,meditation,botanical,flower",mp4/Lotus.mp4
Hourglass,"arrows,time,and,date,time,timer,hourglass",mp4/Hourglass.mp4
Football shoes,"sports,and,competition,sport,footwear,soccer",mp4/Football shoes.mp4
Angry,"smileys,emoji,emoticon,feeling,expression,angry",mp4/Angry.mp4
Apple,"food,and,restaurant,food,vegan,healthy,food,vegetarian,diet,fruit,nutrition,apple",mp4/Apple.mp4
Maximize,"orientation,arrows,direction,arrow,maximize",mp4/Maximize.mp4
Search,"education,science,laboratory,lab,biology,Microorganism,search",mp4/Search.mp4
Speech bubble,"communications,message,chat,conversation,speech,bubble,talk",mp4/Speech bubble.mp4
alarm,"time,and,date,time,timer,clock,alarm,hour",mp4/alarm.mp4
Antibiotic,"healthcare,and,medical,healthcare,medicine,medicament,medical,care,painkiller",mp4/Antibiotic.mp4
Letter a,"education,abc,alphabet,abecedary",mp4/Letter a.mp4
Book,"education,book,literature,reading,library,studying",mp4/Book.mp4
History,"education,book,literature,reading,library,studying",mp4/History.mp4
Umbrella,"weather,protection,rain,umbrella,rainy",mp4/Umbrella.mp4
Locations,"maps,and,location,gps,placeholder",mp4/Locations.mp4
Locked,"security,protection,smartphone,mobile,phone,padlock,password,locked",mp4/Locked.mp4
Wine,"food,and,restaurant,celebration,party,alcohol,champagne,toast",mp4/Wine.mp4
Goal,"sports,and,competition,sport,football,soccer,goal",mp4/Goal.mp4
Rainy,"weather,house,home,building,rain,rainy",mp4/Rainy.mp4
Email,"security,message,email",mp4/Email.mp4
Shuffle,"orientation,arrows,direction,arrow",mp4/Shuffle.mp4
Incognito,"security,hat,privacy",mp4/Incognito.mp4
Cruise,"transportation,transport,boat,ship",mp4/Cruise.mp4
Fitness,"sports,and,competition,weight,fitness",mp4/Fitness.mp4
Navegation,"direction,maps,and,location,gps",mp4/Navegation.mp4
Thai,"user,avatar,people,man",mp4/Thai.mp4
Down left arrow,"orientation,arrows,direction,arrow",mp4/Down left arrow.mp4
